epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,16978.5,0.98074,0.46793,1.17136,0.85597,0.73315,0.78379,0.59743,0.53442,1.29235,0.58351,1.49796,0.00057572,0.00057572,0.00057572
148,17093.5,0.96745,0.46341,1.17282,0.84537,0.77601,0.81113,0.58822,0.5404,1.2997,0.57741,1.50238,0.000572054,0.000572054,0.000572054
149,17209.6,0.98163,0.47121,1.16773,0.85774,0.72313,0.78198,0.64046,0.54588,1.29736,0.57267,1.49557,0.000568388,0.000568388,0.000568388
150,17325.5,0.96913,0.46564,1.15446,0.83221,0.73484,0.78231,0.58829,0.54053,1.30679,0.57567,1.50856,0.000564721,0.000564721,0.000564721
151,17441.7,0.96254,0.47188,1.16458,0.79386,0.7216,0.75823,0.5686,0.51701,1.29491,0.57601,1.49748,0.000561055,0.000561055,0.000561055
152,17557.1,0.96098,0.45997,1.1574,0.79159,0.72781,0.7605,0.55997,0.51826,1.29816,0.58327,1.49632,0.000557389,0.000557389,0.000557389
153,17672.2,0.95201,0.45562,1.15402,0.85701,0.76454,0.79444,0.56157,0.5335,1.2954,0.58276,1.50635,0.000553722,0.000553722,0.000553722
154,17789.5,0.96468,0.46484,1.1586,0.81189,0.7407,0.75931,0.5736,0.52013,1.2991,0.57558,1.50051,0.000550056,0.000550056,0.000550056
155,17905.7,0.95138,0.45715,1.15175,0.79979,0.72573,0.7771,0.57534,0.53573,1.29603,0.5746,1.4989,0.00054639,0.00054639,0.00054639
156,18020.6,0.94588,0.46465,1.14743,0.80339,0.71867,0.77838,0.57109,0.53426,1.30858,0.5728,1.51551,0.000542723,0.000542723,0.000542723
157,18135.1,0.94897,0.45438,1.14498,0.76395,0.75787,0.77831,0.60245,0.53544,1.31252,0.57687,1.51666,0.000539057,0.000539057,0.000539057
158,18252.5,0.93992,0.45308,1.15684,0.80801,0.75311,0.77682,0.58785,0.53367,1.30921,0.58046,1.51674,0.000535391,0.000535391,0.000535391
159,18368.6,0.93256,0.44901,1.13733,0.7527,0.72533,0.73132,0.53217,0.49808,1.29974,0.587,1.51211,0.000531725,0.000531725,0.000531725
160,18483.6,0.94251,0.4521,1.14651,0.7799,0.69837,0.74548,0.54986,0.50998,1.31535,0.58463,1.52006,0.000528058,0.000528058,0.000528058
161,18600.1,0.94033,0.45104,1.14391,0.76814,0.72101,0.75021,0.58944,0.5173,1.31203,0.58541,1.51473,0.000524392,0.000524392,0.000524392
